gene,accession,condition
Mtcp1,Acc4,Obesity/GLP-1R
Mtfr2,Acc4,Obesity/GLP-1R
Mthfr,Acc4,Obesity/GLP-1R
Mtmr11,Acc4,Obesity/GLP-1R
Myh6,Acc4,Obesity/GLP-1R
Myh9,Acc4,Obesity/GLP-1R
Myh9l1,Acc4,Obesity/GLP-1R
Myo1c,Acc4,Obesity/GLP-1R
Myo5c,Acc4,Obesity/GLP-1R
Myof,Acc4,Obesity/GLP-1R
Negr1,Acc4,Obesity/GLP-1R
Neurod4,Acc4,Obesity/GLP-1R
Nfatc4,Acc4,Obesity/GLP-1R
Nfkb2,Acc4,Obesity/GLP-1R
Nfkbia,Acc4,Obesity/GLP-1R
Ninl,Acc4,Obesity/GLP-1R
Nphs1,Acc4,Obesity/GLP-1R
Nr2c1,Acc4,Obesity/GLP-1R
Nr4a1,Acc4,Obesity/GLP-1R
Nrf1,Acc4,Obesity/GLP-1R
Nrg3,Acc4,Obesity/GLP-1R
Nrk,Acc4,Obesity/GLP-1R
Nudt15,Acc4,Obesity/GLP-1R
Nudt21,Acc4,Obesity/GLP-1R
Nup188,Acc4,Obesity/GLP-1R
Nwd2,Acc4,Obesity/GLP-1R
Olr1462,Acc4,Obesity/GLP-1R
Omg,Acc4,Obesity/GLP-1R
Omp,Acc4,Obesity/GLP-1R
P3h1,Acc4,Obesity/GLP-1R
Pafah1b1,Acc4,Obesity/GLP-1R
Pafah2,Acc4,Obesity/GLP-1R
Pagr1,Acc4,Obesity/GLP-1R
Pak1,Acc4,Obesity/GLP-1R
Pan2,Acc4,Obesity/GLP-1R
Pank1,Acc4,Obesity/GLP-1R
Paqr5,Acc4,Obesity/GLP-1R
Parp10,Acc4,Obesity/GLP-1R
Parp16,Acc4,Obesity/GLP-1R
Parp2,Acc4,Obesity/GLP-1R
Pcolce,Acc4,Obesity/GLP-1R
Pcp2,Acc4,Obesity/GLP-1R
Pde10a,Acc4,Obesity/GLP-1R
Pdia5,Acc4,Obesity/GLP-1R
Pdk1,Acc4,Obesity/GLP-1R
Pear1,Acc4,Obesity/GLP-1R
Per1,Acc4,Obesity/GLP-1R
Per2,Acc4,Obesity/GLP-1R
Pgghg,Acc4,Obesity/GLP-1R
Phf14,Acc4,Obesity/GLP-1R
Phldb2,Acc4,Obesity/GLP-1R
Phrf1,Acc4,Obesity/GLP-1R
Pid1,Acc4,Obesity/GLP-1R
Pidd1,Acc4,Obesity/GLP-1R
Piezo1,Acc4,Obesity/GLP-1R
Pirb,Acc4,Obesity/GLP-1R
Pitx3,Acc4,Obesity/GLP-1R
Pkd2,Acc4,Obesity/GLP-1R
Pla1a,Acc4,Obesity/GLP-1R
Pla2g3,Acc4,Obesity/GLP-1R
Pla2g4b,Acc4,Obesity/GLP-1R
Plcg2,Acc4,Obesity/GLP-1R
Plekhg2,Acc4,Obesity/GLP-1R
Plekhh3,Acc4,Obesity/GLP-1R
Plscr2,Acc4,Obesity/GLP-1R
Pnpla2,Acc4,Obesity/GLP-1R
Pomc,Acc4,Obesity/GLP-1R
Pon3,Acc4,Obesity/GLP-1R
Ppp2r2b,Acc4,Obesity/GLP-1R
Ppp4r1,Acc4,Obesity/GLP-1R
Prickle3,Acc4,Obesity/GLP-1R
Prkab1,Acc4,Obesity/GLP-1R
Prkd2,Acc4,Obesity/GLP-1R
Prnp,Acc4,Obesity/GLP-1R
Prpf3,Acc4,Obesity/GLP-1R
Prpf38b,Acc4,Obesity/GLP-1R
Prr15l,Acc4,Obesity/GLP-1R
Ptbp1,Acc4,Obesity/GLP-1R
Ptgfr,Acc4,Obesity/GLP-1R
Ptpa,Acc4,Obesity/GLP-1R
Ptpn13,Acc4,Obesity/GLP-1R
Ptprt,Acc4,Obesity/GLP-1R
RGD1308428,Acc4,Obesity/GLP-1R
RGD1310209,Acc4,Obesity/GLP-1R
RGD1559459,Acc4,Obesity/GLP-1R
RGD1560108,Acc4,Obesity/GLP-1R
RGD1564433,Acc4,Obesity/GLP-1R
RGD1564781,Acc4,Obesity/GLP-1R
RGD1565367,Acc4,Obesity/GLP-1R
RGD1565566,Acc4,Obesity/GLP-1R
Rab19,Acc4,Obesity/GLP-1R
Rab25,Acc4,Obesity/GLP-1R
Rabep1,Acc4,Obesity/GLP-1R
Rarg,Acc4,Obesity/GLP-1R
Rasgef1c,Acc4,Obesity/GLP-1R
Rbbp6,Acc4,Obesity/GLP-1R
Rbm12b,Acc4,Obesity/GLP-1R
Rbm47,Acc4,Obesity/GLP-1R
Rbm6,Acc4,Obesity/GLP-1R
Rbms2,Acc4,Obesity/GLP-1R
Rbpms,Acc4,Obesity/GLP-1R
Rem1,Acc4,Obesity/GLP-1R
Rgl2,Acc4,Obesity/GLP-1R
Rgl3,Acc4,Obesity/GLP-1R
Ripk1,Acc4,Obesity/GLP-1R
Rmi1,Acc4,Obesity/GLP-1R
Rn5-8s,Acc4,Obesity/GLP-1R
Rorc,Acc4,Obesity/GLP-1R
Rpl39l,Acc4,Obesity/GLP-1R
Rprm,Acc4,Obesity/GLP-1R
Rspo4,Acc4,Obesity/GLP-1R
Rtn3,Acc4,Obesity/GLP-1R
Rtn4,Acc4,Obesity/GLP-1R
Rufy4,Acc4,Obesity/GLP-1R
Sap25,Acc4,Obesity/GLP-1R
Sbno2,Acc4,Obesity/GLP-1R
Scly,Acc4,Obesity/GLP-1R
Scube1,Acc4,Obesity/GLP-1R
Sec16b,Acc4,Obesity/GLP-1R
Secisbp2,Acc4,Obesity/GLP-1R
Selo,Acc4,Obesity/GLP-1R
Serpine1,Acc4,Obesity/GLP-1R
Sf1,Acc4,Obesity/GLP-1R
Sh2b3,Acc4,Obesity/GLP-1R
Sh3bgr,Acc4,Obesity/GLP-1R
Sh3d21,Acc4,Obesity/GLP-1R
Sh3gl1,Acc4,Obesity/GLP-1R
Sigirr,Acc4,Obesity/GLP-1R
Sik1,Acc4,Obesity/GLP-1R
Sipa1,Acc4,Obesity/GLP-1R
Six5,Acc4,Obesity/GLP-1R
Sla,Acc4,Obesity/GLP-1R
Slc22a14,Acc4,Obesity/GLP-1R
Slc23a3,Acc4,Obesity/GLP-1R
Slc2a4,Acc4,Obesity/GLP-1R
Slc35b4,Acc4,Obesity/GLP-1R
Slc35f6,Acc4,Obesity/GLP-1R
Slc37a4,Acc4,Obesity/GLP-1R
Slc38a4,Acc4,Obesity/GLP-1R
Slc3a1,Acc4,Obesity/GLP-1R
Slc50a1,Acc4,Obesity/GLP-1R
Slc6a3,Acc4,Obesity/GLP-1R
Slco4a1,Acc4,Obesity/GLP-1R
Slfn13,Acc4,Obesity/GLP-1R
Slfn5,Acc4,Obesity/GLP-1R
Smagp,Acc4,Obesity/GLP-1R
Smarcd2,Acc4,Obesity/GLP-1R
Smim22,Acc4,Obesity/GLP-1R
Spata7,Acc4,Obesity/GLP-1R
Sphk1,Acc4,Obesity/GLP-1R
Spry1,Acc4,Obesity/GLP-1R
Spx,Acc4,Obesity/GLP-1R
Sra1,Acc4,Obesity/GLP-1R
Srrt,Acc4,Obesity/GLP-1R
Srsf6,Acc4,Obesity/GLP-1R
Srsf9,Acc4,Obesity/GLP-1R
St6galnac2,Acc4,Obesity/GLP-1R
Stab1,Acc4,Obesity/GLP-1R
Stam,Acc4,Obesity/GLP-1R
Stap1,Acc4,Obesity/GLP-1R
Stk38,Acc4,Obesity/GLP-1R
Sts,Acc4,Obesity/GLP-1R
Stx12,Acc4,Obesity/GLP-1R
Sult1a1,Acc4,Obesity/GLP-1R
Supt20h,Acc4,Obesity/GLP-1R
Svil,Acc4,Obesity/GLP-1R
Swt1,Acc4,Obesity/GLP-1R
Syne2,Acc4,Obesity/GLP-1R
Taf1c,Acc4,Obesity/GLP-1R
Tap2,Acc4,Obesity/GLP-1R
Tbc1d2,Acc4,Obesity/GLP-1R
Tcf3,Acc4,Obesity/GLP-1R
Tead2,Acc4,Obesity/GLP-1R
Tfap2b,Acc4,Obesity/GLP-1R
Tgfbr3l,Acc4,Obesity/GLP-1R
Thsd4,Acc4,Obesity/GLP-1R
Thumpd2,Acc4,Obesity/GLP-1R
Thumpd3-as1,Acc4,Obesity/GLP-1R
Timp1,Acc4,Obesity/GLP-1R
Tinagl1,Acc4,Obesity/GLP-1R
Tm6sf2,Acc4,Obesity/GLP-1R
Tmc4,Acc4,Obesity/GLP-1R
Tmc4b,Acc4,Obesity/GLP-1R
Tmeff2,Acc4,Obesity/GLP-1R
Tmem135,Acc4,Obesity/GLP-1R
Tmem144,Acc4,Obesity/GLP-1R
Tmem184a,Acc4,Obesity/GLP-1R
Tmem265,Acc4,Obesity/GLP-1R
Tmem35,Acc4,Obesity/GLP-1R
Tmem39a,Acc4,Obesity/GLP-1R
Tmem65,Acc4,Obesity/GLP-1R
Tmem74bos,Acc4,Obesity/GLP-1R
Tnfrsf1a,Acc4,Obesity/GLP-1R
Tnk1,Acc4,Obesity/GLP-1R
Tns1,Acc4,Obesity/GLP-1R
Tns2,Acc4,Obesity/GLP-1R
Tp53i13,Acc4,Obesity/GLP-1R
Tpm4,Acc4,Obesity/GLP-1R
Trabd,Acc4,Obesity/GLP-1R
Traf5,Acc4,Obesity/GLP-1R
Trafd1,Acc4,Obesity/GLP-1R
Trim54,Acc4,Obesity/GLP-1R
Trip10,Acc4,Obesity/GLP-1R
Trmt1,Acc4,Obesity/GLP-1R
Trmt12,Acc4,Obesity/GLP-1R
Trnh,Acc4,Obesity/GLP-1R
Trns2,Acc4,Obesity/GLP-1R
Tsen54,Acc4,Obesity/GLP-1R
Tuba1c,Acc4,Obesity/GLP-1R
Tulp3,Acc4,Obesity/GLP-1R
Txndc11,Acc4,Obesity/GLP-1R
Tyk2,Acc4,Obesity/GLP-1R
Ube2l3,Acc4,Obesity/GLP-1R
Ucn,Acc4,Obesity/GLP-1R
Unc45a,Acc4,Obesity/GLP-1R
Usp16,Acc4,Obesity/GLP-1R
Usp19,Acc4,Obesity/GLP-1R
Utp14a,Acc4,Obesity/GLP-1R
Vamp2,Acc4,Obesity/GLP-1R
Vasn,Acc4,Obesity/GLP-1R
Vasp,Acc4,Obesity/GLP-1R
Vkorc1l1,Acc4,Obesity/GLP-1R
Vps8,Acc4,Obesity/GLP-1R
Wasf3,Acc4,Obesity/GLP-1R
Wbp1,Acc4,Obesity/GLP-1R
Wdr97,Acc4,Obesity/GLP-1R
Wfikkn1,Acc4,Obesity/GLP-1R
Wnk4,Acc4,Obesity/GLP-1R
Xrcc1,Acc4,Obesity/GLP-1R
Ywhaq,Acc4,Obesity/GLP-1R
Zbtb1,Acc4,Obesity/GLP-1R
Zbtb5,Acc4,Obesity/GLP-1R
Zc3h11a,Acc4,Obesity/GLP-1R
Zc3h7a,Acc4,Obesity/GLP-1R
Zdhhc1,Acc4,Obesity/GLP-1R
Zfp142,Acc4,Obesity/GLP-1R
Zfp217,Acc4,Obesity/GLP-1R
Zfp282,Acc4,Obesity/GLP-1R
Zfp513,Acc4,Obesity/GLP-1R
Zfp574,Acc4,Obesity/GLP-1R
Zfp579,Acc4,Obesity/GLP-1R
Zfp775,Acc4,Obesity/GLP-1R
Znf750,Acc4,Obesity/GLP-1R
Znrf2,Acc4,Obesity/GLP-1R
Zwint,Acc4,Obesity/GLP-1R
AW551984,Acc5,Obesity/GLP-1R
Abhd17b,Acc5,Obesity/GLP-1R
Ablim1,Acc5,Obesity/GLP-1R
Abtb2,Acc5,Obesity/GLP-1R
Acer2,Acc5,Obesity/GLP-1R
Adap2,Acc5,Obesity/GLP-1R
Agfg2,Acc5,Obesity/GLP-1R
Agtr1a,Acc5,Obesity/GLP-1R
Akap7,Acc5,Obesity/GLP-1R
Ammecr1,Acc5,Obesity/GLP-1R
Ankrd34a,Acc5,Obesity/GLP-1R
Ano5,Acc5,Obesity/GLP-1R
Apobec1,Acc5,Obesity/GLP-1R
Appl2,Acc5,Obesity/GLP-1R
Arc,Acc5,Obesity/GLP-1R
Arf6,Acc5,Obesity/GLP-1R
Arhgef19,Acc5,Obesity/GLP-1R
Arhgef28,Acc5,Obesity/GLP-1R
Arhgef3,Acc5,Obesity/GLP-1R
Arl4d,Acc5,Obesity/GLP-1R
Arrdc2,Acc5,Obesity/GLP-1R
Atp10a,Acc5,Obesity/GLP-1R
Atp7a,Acc5,Obesity/GLP-1R
Avpr1b,Acc5,Obesity/GLP-1R
B4galt1,Acc5,Obesity/GLP-1R
Bahcc1,Acc5,Obesity/GLP-1R
Bcl2l1,Acc5,Obesity/GLP-1R
Bcl6,Acc5,Obesity/GLP-1R
Bhlhe40,Acc5,Obesity/GLP-1R
Btg2,Acc5,Obesity/GLP-1R
Cabp7,Acc5,Obesity/GLP-1R
Carmil1,Acc5,Obesity/GLP-1R
Castor1,Acc5,Obesity/GLP-1R
Cbl,Acc5,Obesity/GLP-1R
Ccn2,Acc5,Obesity/GLP-1R
Cdc14b,Acc5,Obesity/GLP-1R
Cdh6,Acc5,Obesity/GLP-1R
Cdkn1a,Acc5,Obesity/GLP-1R
Chd7,Acc5,Obesity/GLP-1R
Cnksr2,Acc5,Obesity/GLP-1R
Cracdl,Acc5,Obesity/GLP-1R
Crhr1,Acc5,Obesity/GLP-1R
Crispld1,Acc5,Obesity/GLP-1R
Csrnp1,Acc5,Obesity/GLP-1R
Ctla2a,Acc5,Obesity/GLP-1R
Cxcl2,Acc5,Obesity/GLP-1R
Cxxc5,Acc5,Obesity/GLP-1R
Cyp51,Acc5,Obesity/GLP-1R
Dbp,Acc5,Obesity/GLP-1R
Dcaf4,Acc5,Obesity/GLP-1R
Dclk1,Acc5,Obesity/GLP-1R
Dipk2a,Acc5,Obesity/GLP-1R
Diras2,Acc5,Obesity/GLP-1R
Dnajb5,Acc5,Obesity/GLP-1R
Dusp14,Acc5,Obesity/GLP-1R
Edn3,Acc5,Obesity/GLP-1R
Efnb1,Acc5,Obesity/GLP-1R
Efnb2,Acc5,Obesity/GLP-1R
Ell2,Acc5,Obesity/GLP-1R
Epha2,Acc5,Obesity/GLP-1R
Epha8,Acc5,Obesity/GLP-1R
Ephb3,Acc5,Obesity/GLP-1R
Ercc5,Acc5,Obesity/GLP-1R
Errfi1,Acc5,Obesity/GLP-1R
Ets2,Acc5,Obesity/GLP-1R
Etv5,Acc5,Obesity/GLP-1R
Ezr,Acc5,Obesity/GLP-1R
F2r,Acc5,Obesity/GLP-1R
F3,Acc5,Obesity/GLP-1R
Fam107a,Acc5,Obesity/GLP-1R
Fam107b,Acc5,Obesity/GLP-1R
Fam117a,Acc5,Obesity/GLP-1R
Fam13c,Acc5,Obesity/GLP-1R
Fam167a,Acc5,Obesity/GLP-1R
Fam20a,Acc5,Obesity/GLP-1R
Fam222b,Acc5,Obesity/GLP-1R
Fam43a,Acc5,Obesity/GLP-1R
Fezf1,Acc5,Obesity/GLP-1R
Fgd3,Acc5,Obesity/GLP-1R
Fgf7,Acc5,Obesity/GLP-1R
Fkbp5,Acc5,Obesity/GLP-1R
Flrt2,Acc5,Obesity/GLP-1R
Fos,Acc5,Obesity/GLP-1R
Fosb,Acc5,Obesity/GLP-1R
Fosl2,Acc5,Obesity/GLP-1R
Foxb1,Acc5,Obesity/GLP-1R
Foxo6,Acc5,Obesity/GLP-1R
Galnt15,Acc5,Obesity/GLP-1R
Ghsr,Acc5,Obesity/GLP-1R
Gimap6,Acc5,Obesity/GLP-1R
Gpd1,Acc5,Obesity/GLP-1R
Gpr22,Acc5,Obesity/GLP-1R
Gpr3,Acc5,Obesity/GLP-1R
Hif3a,Acc5,Obesity/GLP-1R
Hivep3,Acc5,Obesity/GLP-1R
Hlf,Acc5,Obesity/GLP-1R
Hs3st2,Acc5,Obesity/GLP-1R
Ift57,Acc5,Obesity/GLP-1R
Igfbp3,Acc5,Obesity/GLP-1R
Il1r1,Acc5,Obesity/GLP-1R
Il1rap,Acc5,Obesity/GLP-1R
Il6ra,Acc5,Obesity/GLP-1R
Inka2,Acc5,Obesity/GLP-1R
Irak3,Acc5,Obesity/GLP-1R
Islr2,Acc5,Obesity/GLP-1R
Ivns1abp,Acc5,Obesity/GLP-1R
Junb,Acc5,Obesity/GLP-1R
Kcna5,Acc5,Obesity/GLP-1R
Kcnf1,Acc5,Obesity/GLP-1R
Kcng2,Acc5,Obesity/GLP-1R
Kcnj3,Acc5,Obesity/GLP-1R
Kcnk1,Acc5,Obesity/GLP-1R
Kcnk2,Acc5,Obesity/GLP-1R
Kcnn2,Acc5,Obesity/GLP-1R
Kcnv1,Acc5,Obesity/GLP-1R
Kdm1b,Acc5,Obesity/GLP-1R
Kdm5c,Acc5,Obesity/GLP-1R
Klf13,Acc5,Obesity/GLP-1R
Klf15,Acc5,Obesity/GLP-1R
Klf16,Acc5,Obesity/GLP-1R
Klf2,Acc5,Obesity/GLP-1R
Klf5,Acc5,Obesity/GLP-1R
Klf9,Acc5,Obesity/GLP-1R
Klhl14,Acc5,Obesity/GLP-1R
Lancl3,Acc5,Obesity/GLP-1R
Lgi4,Acc5,Obesity/GLP-1R
Lifr,Acc5,Obesity/GLP-1R
Lonrf3,Acc5,Obesity/GLP-1R
Lpin1,Acc5,Obesity/GLP-1R
Lrrc1,Acc5,Obesity/GLP-1R
Lrrc17,Acc5,Obesity/GLP-1R
Lrtm2,Acc5,Obesity/GLP-1R
Lurap1l,Acc5,Obesity/GLP-1R
Maff,Acc5,Obesity/GLP-1R
Map3k6,Acc5,Obesity/GLP-1R
Mdm1,Acc5,Obesity/GLP-1R
Megf10,Acc5,Obesity/GLP-1R
Mertk,Acc5,Obesity/GLP-1R
Mfsd2a,Acc5,Obesity/GLP-1R
Mgat4a,Acc5,Obesity/GLP-1R
Midn,Acc5,Obesity/GLP-1R
Mrnip,Acc5,Obesity/GLP-1R
Mt2,Acc5,Obesity/GLP-1R
Mtss2,Acc5,Obesity/GLP-1R
Mxd4,Acc5,Obesity/GLP-1R
Myo10,Acc5,Obesity/GLP-1R
Myrip,Acc5,Obesity/GLP-1R
N4bp2l1,Acc5,Obesity/GLP-1R
Ncf1,Acc5,Obesity/GLP-1R
Ndp,Acc5,Obesity/GLP-1R
Nek7,Acc5,Obesity/GLP-1R
Net1,Acc5,Obesity/GLP-1R
Neto1,Acc5,Obesity/GLP-1R
Neurod2,Acc5,Obesity/GLP-1R
Nfic,Acc5,Obesity/GLP-1R
Nfkbiz,Acc5,Obesity/GLP-1R
Nmbr,Acc5,Obesity/GLP-1R
Noct,Acc5,Obesity/GLP-1R
Nol4l,Acc5,Obesity/GLP-1R
Nostrin,Acc5,Obesity/GLP-1R
Nptx2,Acc5,Obesity/GLP-1R
Nr1d1,Acc5,Obesity/GLP-1R
Nr4a1,Acc5,Obesity/GLP-1R
Nr4a3,Acc5,Obesity/GLP-1R
Nrros,Acc5,Obesity/GLP-1R
Ociad2,Acc5,Obesity/GLP-1R
Orc1,Acc5,Obesity/GLP-1R
Pak5,Acc5,Obesity/GLP-1R
Paqr5,Acc5,Obesity/GLP-1R
Pde9a,Acc5,Obesity/GLP-1R
Peli2,Acc5,Obesity/GLP-1R
Pfkp,Acc5,Obesity/GLP-1R
Pgf,Acc5,Obesity/GLP-1R
Phactr3,Acc5,Obesity/GLP-1R
Phf8,Acc5,Obesity/GLP-1R
Pim3,Acc5,Obesity/GLP-1R
Pitpnm2,Acc5,Obesity/GLP-1R
Plcl2,Acc5,Obesity/GLP-1R
Plekho2,Acc5,Obesity/GLP-1R
Plpp6,Acc5,Obesity/GLP-1R
Pnpla3,Acc5,Obesity/GLP-1R
Pou3f4,Acc5,Obesity/GLP-1R
Ppm1d,Acc5,Obesity/GLP-1R
Prdm8,Acc5,Obesity/GLP-1R
Prr5,Acc5,Obesity/GLP-1R
Prss23,Acc5,Obesity/GLP-1R
Psme4,Acc5,Obesity/GLP-1R
Pspc1,Acc5,Obesity/GLP-1R
Ptch1,Acc5,Obesity/GLP-1R
Ptgs2,Acc5,Obesity/GLP-1R
Ptpn14,Acc5,Obesity/GLP-1R
Pxdn,Acc5,Obesity/GLP-1R
Rapgef2,Acc5,Obesity/GLP-1R
Rasl11a,Acc5,Obesity/GLP-1R
Rasl11b,Acc5,Obesity/GLP-1R
Rassf8,Acc5,Obesity/GLP-1R
Rbbp7,Acc5,Obesity/GLP-1R
Rbm14,Acc5,Obesity/GLP-1R
Rbmxl1,Acc5,Obesity/GLP-1R
Rgcc,Acc5,Obesity/GLP-1R
Rhob,Acc5,Obesity/GLP-1R
Rhou,Acc5,Obesity/GLP-1R
Ric1,Acc5,Obesity/GLP-1R
Rin2,Acc5,Obesity/GLP-1R
Rnd3,Acc5,Obesity/GLP-1R
Rnf169,Acc5,Obesity/GLP-1R
Rrad,Acc5,Obesity/GLP-1R
Scrt2,Acc5,Obesity/GLP-1R
Sertad1,Acc5,Obesity/GLP-1R
Sertm1,Acc5,Obesity/GLP-1R
Setd7,Acc5,Obesity/GLP-1R
Setx,Acc5,Obesity/GLP-1R
Sh3pxd2b,Acc5,Obesity/GLP-1R
Sh3rf1,Acc5,Obesity/GLP-1R
Sh3yl1,Acc5,Obesity/GLP-1R
Sipa1l2,Acc5,Obesity/GLP-1R
Slc10a6,Acc5,Obesity/GLP-1R
Slc10a7,Acc5,Obesity/GLP-1R
Slc22a23,Acc5,Obesity/GLP-1R
Slc2a1,Acc5,Obesity/GLP-1R
Slc2a10,Acc5,Obesity/GLP-1R
Slc39a14,Acc5,Obesity/GLP-1R
Slc41a3,Acc5,Obesity/GLP-1R
Slk,Acc5,Obesity/GLP-1R
Smad1,Acc5,Obesity/GLP-1R
Smim3,Acc5,Obesity/GLP-1R
Smyd4,Acc5,Obesity/GLP-1R
Socs3,Acc5,Obesity/GLP-1R
Sox9,Acc5,Obesity/GLP-1R
Spsb1,Acc5,Obesity/GLP-1R
Srxn1,Acc5,Obesity/GLP-1R
Ssh2,Acc5,Obesity/GLP-1R
St3gal1,Acc5,Obesity/GLP-1R
Stk38l,Acc5,Obesity/GLP-1R
Stk40,Acc5,Obesity/GLP-1R
Stt3b,Acc5,Obesity/GLP-1R
Sult1a1,Acc5,Obesity/GLP-1R
Susd6,Acc5,Obesity/GLP-1R
Sv2c,Acc5,Obesity/GLP-1R
Syt12,Acc5,Obesity/GLP-1R
Syt9,Acc5,Obesity/GLP-1R
Tbc1d8b,Acc5,Obesity/GLP-1R
Tbl1x,Acc5,Obesity/GLP-1R
Tekt4,Acc5,Obesity/GLP-1R
Tent5a,Acc5,Obesity/GLP-1R
Tesc,Acc5,Obesity/GLP-1R
Tfg,Acc5,Obesity/GLP-1R
Tle1,Acc5,Obesity/GLP-1R
Tmcc3,Acc5,Obesity/GLP-1R
Tmem200a,Acc5,Obesity/GLP-1R
Tnfrsf12a,Acc5,Obesity/GLP-1R
Tpm4,Acc5,Obesity/GLP-1R
Tpmt,Acc5,Obesity/GLP-1R
Trim15,Acc5,Obesity/GLP-1R
Trim62,Acc5,Obesity/GLP-1R
Trim8,Acc5,Obesity/GLP-1R
Tsc22d1,Acc5,Obesity/GLP-1R
Tsc22d3,Acc5,Obesity/GLP-1R
Tsga10,Acc5,Obesity/GLP-1R
Tubb2b,Acc5,Obesity/GLP-1R
Ubr5,Acc5,Obesity/GLP-1R
Usp2,Acc5,Obesity/GLP-1R
Usp54,Acc5,Obesity/GLP-1R
Vstm2b,Acc5,Obesity/GLP-1R
Wee1,Acc5,Obesity/GLP-1R
Wnt7a,Acc5,Obesity/GLP-1R
Xk,Acc5,Obesity/GLP-1R
Ypel2,Acc5,Obesity/GLP-1R
Zc3h12c,Acc5,Obesity/GLP-1R
Zfp516,Acc5,Obesity/GLP-1R
Zfp711,Acc5,Obesity/GLP-1R
6030458C11Rik,Acc6,Obesity/GLP-1R
6330549D23Rik,Acc6,Obesity/GLP-1R
6430548M08Rik,Acc6,Obesity/GLP-1R
A330008L17Rik,Acc6,Obesity/GLP-1R
A930004D18Rik,Acc6,Obesity/GLP-1R
Abhd12,Acc6,Obesity/GLP-1R
Actg1,Acc6,Obesity/GLP-1R
Acvr1c,Acc6,Obesity/GLP-1R
Adap2,Acc6,Obesity/GLP-1R
Adra2c,Acc6,Obesity/GLP-1R
Ajuba,Acc6,Obesity/GLP-1R
Alox12b,Acc6,Obesity/GLP-1R
Angel2,Acc6,Obesity/GLP-1R
Anxa4,Acc6,Obesity/GLP-1R
Apmap,Acc6,Obesity/GLP-1R
Armt1,Acc6,Obesity/GLP-1R
Asxl3,Acc6,Obesity/GLP-1R
Atad2,Acc6,Obesity/GLP-1R
Atmin,Acc6,Obesity/GLP-1R
Atp11c,Acc6,Obesity/GLP-1R
Atp4a,Acc6,Obesity/GLP-1R
B630019K06Rik,Acc6,Obesity/GLP-1R
Bag1,Acc6,Obesity/GLP-1R
Baz1b,Acc6,Obesity/GLP-1R
Bean1,Acc6,Obesity/GLP-1R
Bloc1s3,Acc6,Obesity/GLP-1R
Bod1,Acc6,Obesity/GLP-1R
Brap,Acc6,Obesity/GLP-1R
Brd1,Acc6,Obesity/GLP-1R
Brwd1,Acc6,Obesity/GLP-1R
Btbd1,Acc6,Obesity/GLP-1R
Cacna1d,Acc6,Obesity/GLP-1R
Calb2,Acc6,Obesity/GLP-1R
Calcr,Acc6,Obesity/GLP-1R
Calr,Acc6,Obesity/GLP-1R
Camk2n2,Acc6,Obesity/GLP-1R
Camsap2,Acc6,Obesity/GLP-1R
Cbx4,Acc6,Obesity/GLP-1R
Ccdc14,Acc6,Obesity/GLP-1R
Ccdc180,Acc6,Obesity/GLP-1R
Ccdc9b,Acc6,Obesity/GLP-1R
Ccn1,Acc6,Obesity/GLP-1R
Cd53,Acc6,Obesity/GLP-1R
Cda,Acc6,Obesity/GLP-1R
Cdan1,Acc6,Obesity/GLP-1R
Cdc45,Acc6,Obesity/GLP-1R
Cdk16,Acc6,Obesity/GLP-1R
Cdk17,Acc6,Obesity/GLP-1R
Cdkn1c,Acc6,Obesity/GLP-1R
Cdr2l,Acc6,Obesity/GLP-1R
Cenpn,Acc6,Obesity/GLP-1R
Cep57l1,Acc6,Obesity/GLP-1R
Cgnl1,Acc6,Obesity/GLP-1R
Chka,Acc6,Obesity/GLP-1R
Clcn7,Acc6,Obesity/GLP-1R
Cmas,Acc6,Obesity/GLP-1R
Cnbd2,Acc6,Obesity/GLP-1R
Cnih2,Acc6,Obesity/GLP-1R
Cnksr2,Acc6,Obesity/GLP-1R
Cnnm4,Acc6,Obesity/GLP-1R
Creb3l1,Acc6,Obesity/GLP-1R
Ctbp1,Acc6,Obesity/GLP-1R
Ctcf,Acc6,Obesity/GLP-1R
Ctf1,Acc6,Obesity/GLP-1R
Cyrib,Acc6,Obesity/GLP-1R
Dapk3,Acc6,Obesity/GLP-1R
Dbf4,Acc6,Obesity/GLP-1R
Dcaf10,Acc6,Obesity/GLP-1R
Dis3l,Acc6,Obesity/GLP-1R
Dock5,Acc6,Obesity/GLP-1R
Dock6,Acc6,Obesity/GLP-1R
Dpf2,Acc6,Obesity/GLP-1R
Dtx1,Acc6,Obesity/GLP-1R
Dusp26,Acc6,Obesity/GLP-1R
Echdc2,Acc6,Obesity/GLP-1R
Efhd2,Acc6,Obesity/GLP-1R
Eif2d,Acc6,Obesity/GLP-1R
Elmod3,Acc6,Obesity/GLP-1R
Enpp6,Acc6,Obesity/GLP-1R
Entpd3,Acc6,Obesity/GLP-1R
Epha10,Acc6,Obesity/GLP-1R
Ephb2,Acc6,Obesity/GLP-1R
Ero1b,Acc6,Obesity/GLP-1R
Eya1,Acc6,Obesity/GLP-1R
F11r,Acc6,Obesity/GLP-1R
F12,Acc6,Obesity/GLP-1R
Fam167a,Acc6,Obesity/GLP-1R
Fam20a,Acc6,Obesity/GLP-1R
Fam241a,Acc6,Obesity/GLP-1R
Fance,Acc6,Obesity/GLP-1R
Fbxo32,Acc6,Obesity/GLP-1R
